player,pos,mean,sd,exp_missed,avail,vor,score
Najee Harris,RB,6.798752228163994,3.739313725490197,6.23,4.5731606899444275,-2.9862393100555726,-2.9862393100555726
Xavier Hutchinson,WR,6.632477280073399,5.369978274319801,3.4,5.2279526795872675,-2.988275559994963,-2.988275559994963
Darnell Mooney,WR,6.817273989363413,3.825080142328798,4.2,5.2132095212779035,-3.003018718304327,-3.003018718304327
Malik Willis,QB,17.491222586137578,6.121927905148152,2.93,13.977544637216411,-3.0076596945332845,-3.0076596945332845
Dylan Sampson,RB,6.413774796841751,5.598060888761905,5.0200000000000005,4.5424616796455695,-3.0169383203544307,-3.0169383203544307
Jaylin Noel,WR,6.468762491411276,4.907841864272512,2.92,5.190230610755871,-3.0259976288263593,-3.0259976288263593
Isaiah Bond,WR,6.623549544839476,3.205768610014201,3.6,5.181953467433237,-3.0342747721489935,-3.0342747721489935
Cooper Kupp,WR,7.102294026566922,4.053594084266455,5.45,5.170052269339156,-3.046175970243074,-3.046175970243074
Malik Washington,WR,6.442898066368182,3.3196274596087187,2.92,5.169478213250706,-3.046750026331525,-3.046750026331525
Olamide Zaccheaus,WR,6.538466772231018,4.598948757088914,3.4,5.15385027928798,-3.062377960294251,-3.062377960294251
Joshua Palmer,WR,6.838617647058824,3.056575128334247,4.68,5.132985951557093,-3.0832422880251373,-3.0832422880251373
Luke McCaffrey,WR,6.765427752557253,5.220392705534709,4.68,5.0780504778017965,-3.138177761780434,-3.138177761780434
Kyle Williams,WR,6.438515001332727,5.074803087177509,3.4,5.075064765756385,-3.141163473825846,-3.141163473825846
Audric Estime,RB,6.45362472925333,3.549493601089332,5.89,4.405547940175582,-3.153852059824418,-3.153852059824418
Mack Hollins,WR,7.006253425033005,4.918835741813814,5.65,5.0589271054282445,-3.157301134153986,-3.157301134153986
Tutu Atwell,WR,6.699576507943776,5.689338399899538,4.68,5.028623308315447,-3.187604931266784,-3.187604931266784
Cedric Tillman,WR,6.684610831039075,4.588126969789425,4.68,5.017390247297564,-3.198837992284666,-3.198837992284666
Calvin Ridley,WR,6.9209897790787345,4.152593867447241,5.7299999999999995,4.981077055707548,-3.2351511838746827,-3.2351511838746827
John Metchie III,WR,6.585191423525647,5.421159872109875,4.68,4.942767209658074,-3.2734610299241567,-3.2734610299241567
Jahdae Walker,WR,6.568067221347281,3.9408403328083685,4.88,4.891278295426857,-3.3249499441553736,-3.3249499441553736
Eli Stowers,TE,5.698589743589744,3.7040833333333336,4.01,4.356069042232278,-3.3466195189162686,-3.3466195189162686
Lil'Jordan Humphrey,WR,6.4162524772785865,3.849751486367152,4.68,4.815963624122045,-3.400264615460186,-3.400264615460186
Jawhar Jordan,RB,6.145196875322541,3.379858281427398,6.23,4.13354860407725,-3.4258513959227503,-3.4258513959227503
Mike Gesicki,TE,5.891431950421877,5.580560143493798,5.33,4.274753712261991,-3.4279348488865553,-3.4279348488865553
Keaton Mitchell,RB,6.017354295872917,3.2686741607616336,5.89,4.1077292119767765,-3.4516707880232236,-3.4516707880232236
Tank Bigsby,RB,5.701038482214234,5.374702649582447,4.62,4.104747707194249,-3.4546522928057515,-3.4546522928057515
Roman Wilson,WR,6.340994890440013,3.8045969342640076,4.68,4.759476164824386,-3.456752074757844,-3.456752074757844
Austin Ekeler,RB,6.631666666666666,3.6474166666666665,8.17,4.082375980392157,-3.4770240196078435,-3.4770240196078435
Kendrick Bourne,WR,6.50502584542535,7.570754168596329,5.45,4.735276166890513,-3.480952072691718,-3.480952072691718
Rashod Bateman,WR,6.508236305808314,4.774330400090758,5.4799999999999995,4.731870631752398,-3.484357607829833,-3.484357607829833
